timestamp,temp,hum,gas_ppm,pm1,pm25,pm10
2026-05-01 12:15:00,31.0,76.1,5.52,6.18,6.53,6.53
2026-05-01 12:20:00,31.1,75.9,9.38,6.55,6.93,6.93
2026-05-01 12:25:00,31.0,76.1,5.66,6.24,6.6,6.6
2026-05-01 12:30:00,31.1,75.9,5.1,7.28,7.7,7.7
2026-05-01 12:35:00,31.1,75.7,4.44,6.03,6.38,6.38
2026-05-01 12:40:00,31.1,75.1,4.65,6.84,7.23,7.23
2026-05-01 12:45:00,31.2,75.4,4.48,7.31,7.73,7.73
2026-05-01 12:50:00,31.2,75.1,4.11,7.32,7.74,7.74
2026-05-01 12:55:00,31.1,75.3,4.15,5.7,6.03,6.03
2026-05-01 13:00:00,31.2,74.9,4.61,6.78,7.17,7.17
2026-05-01 13:05:00,31.2,75.2,4.19,8.93,9.44,9.44
2026-05-01 13:10:00,31.1,75.0,3.32,14.83,15.68,15.68
2026-05-01 13:15:00,31.3,73.8,4.4,12.1,12.8,12.8
2026-05-01 13:20:00,31.3,74.0,4.61,10.86,11.54,11.6
2026-05-01 13:25:00,31.25,74.0,5.24,10.34,10.95,10.98
2026-05-01 13:30:00,31.2,74.0,5.86,9.81,10.37,10.37
2026-05-01 13:35:00,31.3,74.3,4.15,9.93,10.5,10.5
2026-05-01 13:40:00,31.3,74.3,5.71,11.75,12.43,12.43
2026-05-01 13:45:00,31.4,74.3,6.21,8.3,8.78,8.78
2026-05-01 13:50:00,31.3,74.8,9.71,9.35,9.89,9.89
2026-05-01 13:55:00,31.3,75.1,8.73,7.33,7.76,7.76
2026-05-01 14:00:00,31.4,74.6,7.88,7.55,7.98,7.98
2026-05-01 14:05:00,31.4,74.9,6.91,7.4,7.82,7.82
2026-05-01 14:10:00,31.5,74.3,8.86,6.87,7.26,7.26
2026-05-01 14:15:00,31.5,73.8,6.63,6.97,7.37,7.37
2026-05-01 14:20:00,31.5,74.2,6.48,5.87,6.21,6.21
2026-05-01 14:25:00,31.4,74.6,6.91,6.85,7.25,7.25
2026-05-01 14:30:00,31.5,73.8,5.66,7.08,7.48,7.48
2026-05-01 14:35:00,31.6,73.0,4.19,7.16,7.57,7.57
2026-05-01 14:40:00,31.6,73.0,4.27,7.33,7.75,7.75
2026-05-01 14:45:00,31.5,72.8,4.23,7.11,7.52,7.52
2026-05-01 14:50:00,31.5,72.6,3.46,6.46,6.83,6.83
2026-05-01 14:55:00,31.6,72.8,3.5,7.43,7.86,7.86
2026-05-01 15:00:00,31.6,73.1,3.76,6.92,7.31,7.31
2026-05-01 15:05:00,31.8,72.7,23.31,16.05,16.98,16.98
2026-05-01 15:10:00,32.0,71.6,10.75,10.91,11.54,11.54
2026-05-01 15:15:00,31.9,72.0,6.74,7.74,8.19,8.19
2026-05-01 15:20:00,31.8,73.0,5.81,6.68,7.06,7.06
2026-05-01 15:25:00,31.7,73.7,4.92,6.64,7.03,7.03
2026-05-01 15:30:00,31.7,73.8,4.65,6.58,6.96,6.96
2026-05-01 15:35:00,31.8,73.3,4.74,7.04,7.45,7.45
2026-05-01 15:40:00,31.6,74.3,5.28,6.41,6.78,6.78
2026-05-01 15:45:00,31.7,74.1,8.8,6.87,7.26,7.26
2026-05-01 15:50:00,31.8,74.4,11.04,7.04,7.44,7.44
2026-05-01 15:55:00,31.8,74.3,10.61,6.7,7.08,7.08
2026-05-01 16:00:00,31.7,74.5,7.3,6.42,6.79,6.79
2026-05-01 16:05:00,32.1,73.1,5.76,6.5,6.87,6.87
2026-05-01 16:10:00,31.8,74.2,4.61,6.15,6.51,6.51
2026-05-01 16:15:00,31.7,74.1,4.74,6.38,6.75,6.75
2026-05-01 16:20:00,31.6,74.5,4.4,7.44,7.87,7.87
2026-05-01 16:25:00,31.6,74.8,3.32,7.26,7.68,7.68
2026-05-01 16:30:00,31.6,74.8,3.95,6.76,7.15,7.15
2026-05-01 16:35:00,31.6,74.3,3.57,6.23,6.59,6.59
2026-05-01 16:40:00,31.8,73.9,4.27,6.11,6.46,6.46
2026-05-01 16:45:00,31.7,73.9,4.03,6.86,7.25,7.25
2026-05-01 16:50:00,31.6,74.4,3.15,6.65,7.03,7.03
2026-05-01 16:55:00,31.5,74.9,3.76,7.1,7.51,7.51
2026-05-01 17:00:00,31.6,74.5,6.8,9.03,9.54,9.54
2026-05-01 17:05:00,31.3,74.2,4.19,9.47,10.01,10.01
2026-05-01 17:10:00,31.3,74.6,3.88,9.06,9.58,9.58
2026-05-01 17:15:00,31.3,75.7,3.95,8.45,8.94,8.94
2026-05-01 17:20:00,31.3,77.8,6.27,9.59,10.14,10.14
2026-05-01 17:25:00,31.1,79.8,4.78,10.23,10.82,10.82
2026-05-01 17:30:00,31.0,79.2,4.53,10.68,11.29,11.29
2026-05-01 17:35:00,31.1,78.5,4.74,9.35,9.89,9.89
2026-05-01 17:40:00,31.0,77.9,3.76,9.17,9.7,9.7
2026-05-01 17:45:00,31.0,77.4,4.19,9.09,9.62,9.62
2026-05-01 17:50:00,31.0,76.9,3.95,9.14,9.66,9.66
2026-05-01 17:55:00,30.9,75.9,3.18,8.84,9.35,9.35
2026-05-01 18:00:00,31.0,75.6,3.15,11.12,11.76,11.76
2026-05-01 18:05:00,31.0,75.8,3.11,9.11,9.64,9.64
2026-05-01 18:10:00,30.9,75.3,3.39,8.89,9.41,9.41
2026-05-01 18:15:00,31.0,75.4,3.5,12.34,13.05,13.05
2026-05-01 18:20:00,31.1,75.3,3.15,10.93,11.56,11.56
2026-05-01 18:25:00,31.1,75.4,3.72,9.68,10.24,10.24
2026-05-01 18:30:00,31.1,75.5,3.54,9.52,10.07,10.07
2026-05-01 18:35:00,31.1,75.9,3.88,10.02,10.6,10.6
2026-05-01 18:40:00,31.1,75.9,3.91,9.78,10.34,10.34
2026-05-01 18:45:00,31.2,75.9,3.99,8.06,8.53,8.53
2026-05-01 18:50:00,31.2,76.2,4.15,8.92,9.44,9.44
2026-05-01 18:55:00,31.2,76.2,3.11,9.79,10.35,10.35
2026-05-01 19:00:00,31.2,76.2,3.61,9.66,10.21,10.21
2026-05-01 19:05:00,31.2,76.3,4.11,9.07,9.59,9.59
2026-05-01 19:10:00,31.2,76.1,3.54,9.23,9.77,9.77
2026-05-01 19:15:00,31.2,76.2,4.03,9.79,10.35,10.35
2026-05-01 19:20:00,31.2,76.1,3.88,9.57,10.12,10.12
2026-05-01 19:25:00,31.2,76.0,4.44,10.89,11.51,11.51
2026-05-01 19:30:00,31.2,75.8,4.23,11.5,12.16,12.16
2026-05-01 19:35:00,31.1,75.9,5.91,10.36,10.96,10.96
2026-05-01 19:40:00,31.2,75.6,4.32,10.77,11.39,11.39
2026-05-01 19:45:00,31.1,75.5,5.86,10.42,11.02,11.02
2026-05-01 19:50:00,31.1,75.5,5.66,10.69,11.3,11.3
2026-05-01 19:55:00,31.0,75.5,4.44,10.92,11.55,11.55
2026-05-01 20:00:00,31.0,75.5,3.88,10.42,11.02,11.02
2026-05-01 20:05:00,31.1,75.6,4.11,10.51,11.12,11.12
2026-05-01 20:10:00,31.0,75.7,3.8,12.17,12.87,12.87
2026-05-01 20:15:00,31.0,75.7,4.96,11.14,11.78,11.78
2026-05-01 20:20:00,31.1,75.8,4.32,11.53,12.2,12.2
2026-05-01 20:25:00,31.0,76.0,4.57,10.88,11.5,11.5
2026-05-01 20:30:00,31.0,76.1,5.62,10.89,11.52,11.52
2026-05-01 20:35:00,31.0,76.0,4.83,11.73,12.41,12.41
2026-05-01 20:40:00,31.0,75.9,4.83,12.01,12.7,12.7
2026-05-01 20:45:00,31.0,75.9,4.65,12.11,12.81,12.81
2026-05-01 20:50:00,31.0,75.8,5.91,11.76,12.43,12.43
2026-05-01 20:55:00,31.0,75.8,5.71,11.98,12.67,12.67
2026-05-01 21:00:00,31.0,75.7,6.63,12.24,12.94,12.94
2026-05-01 21:05:00,31.0,75.9,8.11,13.1,13.85,13.85
2026-05-01 21:10:00,31.0,75.9,7.7,12.07,12.77,12.77
2026-05-01 21:15:00,31.0,75.7,7.47,11.79,12.47,12.47
2026-05-01 21:20:00,30.9,75.2,5.47,10.18,10.77,10.77
2026-05-01 21:25:00,30.9,75.0,6.01,10.71,11.33,11.33
2026-05-01 21:30:00,30.9,75.2,6.58,10.02,10.6,10.6
2026-05-01 21:35:00,31.0,74.8,6.42,10.09,10.67,10.67
2026-05-01 21:40:00,30.9,74.6,5.91,9.42,9.96,9.96
2026-05-01 21:45:00,30.9,74.5,4.32,10.37,10.97,10.97
2026-05-01 21:50:00,30.9,74.4,4.57,8.56,9.06,9.06
2026-05-01 21:55:00,30.9,74.4,4.15,9.23,9.76,9.76
2026-05-01 22:00:00,30.9,74.4,4.03,9.24,9.77,9.77
2026-05-01 22:05:00,30.8,74.4,4.32,9.02,9.54,9.54
2026-05-01 22:10:00,30.8,74.3,3.29,9.5,10.04,10.04
2026-05-01 22:15:00,30.8,74.4,3.72,9.07,9.59,9.59
2026-05-01 22:20:00,30.8,74.8,3.29,9.87,10.44,10.44
2026-05-01 22:25:00,30.8,75.1,3.68,9.46,10.0,10.0
2026-05-01 22:30:00,30.8,75.5,3.84,10.27,10.86,10.86
2026-05-01 22:35:00,30.8,75.7,3.72,10.42,11.01,11.01
2026-05-01 22:40:00,30.8,76.1,4.4,10.06,10.64,10.64
2026-05-01 22:45:00,30.8,76.2,3.8,9.55,10.1,10.1
2026-05-01 22:50:00,30.8,76.1,3.95,10.28,10.87,10.87
2026-05-01 22:55:00,30.7,76.3,3.99,11.03,11.66,11.66
2026-05-01 23:00:00,30.8,76.6,4.19,10.47,11.07,11.07
2026-05-01 23:05:00,30.7,76.9,4.96,10.88,11.51,11.51
2026-05-01 23:10:00,30.8,76.6,4.74,9.58,10.13,10.13
2026-05-01 23:15:00,30.8,76.5,4.65,10.28,10.87,10.87
2026-05-01 23:20:00,30.8,76.6,4.44,11.23,11.88,11.88
2026-05-01 23:25:00,30.8,76.6,4.36,11.95,12.63,12.63
2026-05-01 23:30:00,30.7,76.8,3.99,11.61,12.27,12.27
2026-05-01 23:35:00,30.7,76.9,4.4,11.99,12.68,12.68
2026-05-01 23:40:00,30.8,76.9,5.76,11.48,12.13,12.13
2026-05-01 23:45:00,30.8,77.0,6.21,11.63,12.29,12.29
2026-05-01 23:50:00,30.7,77.1,5.01,12.45,13.16,13.16
2026-05-01 23:55:00,30.7,77.1,5.33,12.9,13.64,13.64
2026-05-02 00:00:00,30.8,77.2,4.74,12.32,13.03,13.03
2026-05-02 00:05:00,30.7,77.4,4.44,12.56,13.29,13.29
2026-05-02 00:10:00,30.6,77.5,4.4,12.24,12.94,12.94
2026-05-02 00:15:00,30.6,77.5,5.14,13.08,13.83,13.83
2026-05-02 00:20:00,30.6,77.2,4.32,12.43,13.14,13.14
2026-05-02 00:25:00,30.6,77.2,4.27,11.81,12.48,12.48
2026-05-02 00:30:00,30.6,77.2,4.27,11.89,12.57,12.57
2026-05-02 00:35:00,30.6,77.2,4.07,11.82,12.5,12.5
2026-05-02 00:40:00,30.5,77.1,3.88,12.73,13.46,13.46
2026-05-02 00:45:00,30.6,76.8,3.99,13.11,13.87,13.87
2026-05-02 00:50:00,30.5,76.8,3.99,13.51,14.28,14.28
2026-05-02 00:55:00,30.5,76.8,4.15,12.67,13.4,13.4
2026-05-02 01:00:00,30.5,76.9,3.5,12.97,13.72,13.72
2026-05-02 01:05:00,30.5,76.9,3.88,11.9,12.58,12.58
2026-05-02 01:10:00,30.5,76.9,4.44,12.55,13.27,13.27
2026-05-02 01:15:00,30.5,77.0,4.16,12.68,13.4,13.4
2026-05-02 01:20:00,30.5,77.1,3.88,12.81,13.54,13.54
2026-05-02 01:25:00,30.5,77.1,4.53,12.63,13.36,13.36
2026-05-02 01:30:00,30.5,77.1,4.96,12.91,13.65,13.65
2026-05-02 01:35:00,30.5,77.0,6.53,12.36,13.07,13.07
2026-05-02 01:40:00,30.5,77.0,6.63,12.03,12.72,12.72
2026-05-02 01:45:00,30.5,76.9,6.37,11.83,12.51,12.51
2026-05-02 01:50:00,30.5,76.8,5.96,11.89,12.57,12.57
2026-05-02 01:55:00,30.5,76.6,6.32,12.6,13.32,13.32
2026-05-02 02:00:00,30.4,76.6,5.62,11.21,11.86,11.86
2026-05-02 02:05:00,30.5,76.5,5.71,13.5,14.27,14.27
2026-05-02 02:10:00,30.4,76.6,5.52,13.57,14.35,14.35
2026-05-02 02:15:00,30.4,76.6,5.38,12.61,13.33,13.33
2026-05-02 02:20:00,30.4,76.5,5.86,14.3,15.12,15.12
2026-05-02 02:25:00,30.4,76.6,5.05,13.08,13.83,13.83
2026-05-02 02:30:00,30.4,76.7,4.83,12.9,13.65,13.65
2026-05-02 02:35:00,30.4,76.7,4.61,13.65,14.44,14.44
2026-05-02 02:40:00,30.4,76.7,5.71,13.97,14.77,14.77
2026-05-02 02:45:00,30.4,76.7,6.21,13.84,14.64,14.64
2026-05-02 02:50:00,30.3,76.6,6.74,13.39,14.16,14.16
2026-05-02 02:55:00,30.3,76.5,6.42,13.05,13.8,13.8
2026-05-02 03:00:00,30.3,76.5,6.32,12.88,13.62,13.62
2026-05-02 03:05:00,30.3,76.4,5.71,12.09,12.78,12.78
2026-05-02 03:10:00,30.3,76.5,6.69,13.99,14.79,14.79
2026-05-02 03:15:00,30.3,76.4,6.58,14.3,15.13,15.13
2026-05-02 03:20:00,30.3,76.3,7.3,13.97,14.77,14.77
2026-05-02 03:25:00,30.3,76.1,6.32,13.1,13.86,13.86
2026-05-02 03:30:00,30.3,76.1,5.24,13.44,14.21,14.21
2026-05-02 03:35:00,30.3,75.9,4.65,12.75,13.48,13.48
2026-05-02 03:40:00,30.3,75.9,4.4,12.78,13.51,13.51
2026-05-02 03:45:00,30.2,75.8,4.36,13.07,13.82,13.82
2026-05-02 03:50:00,30.2,75.7,4.53,11.68,12.35,12.35
2026-05-02 03:55:00,30.2,75.7,4.15,12.48,13.2,13.2
2026-05-02 04:00:00,30.2,75.7,3.5,12.4,13.11,13.11
2026-05-02 04:05:00,30.2,75.6,3.57,13.44,14.21,14.21
2026-05-02 04:10:00,30.2,75.5,3.8,13.5,14.27,14.27
2026-05-02 04:15:00,30.2,75.4,3.39,12.84,13.58,13.58
2026-05-02 04:20:00,30.2,75.4,2.72,11.69,12.36,12.36
2026-05-02 04:25:00,30.1,75.4,2.72,13.09,13.84,13.84
2026-05-02 04:30:00,30.1,75.4,3.5,13.42,14.2,14.2
2026-05-02 04:35:00,30.1,75.4,3.39,12.97,13.71,13.71
2026-05-02 04:40:00,30.1,75.5,3.95,12.29,13.0,13.0
2026-05-02 04:45:00,30.1,75.6,4.32,12.72,13.45,13.45
2026-05-02 04:50:00,30.1,75.6,3.88,12.85,13.58,13.58
2026-05-02 04:55:00,30.1,75.7,4.44,11.96,12.65,12.65
2026-05-02 05:00:00,30.1,75.8,4.48,12.65,13.38,13.38
2026-05-02 05:05:00,30.1,75.9,5.52,12.07,12.77,12.77
2026-05-02 05:10:00,30.1,75.9,7.35,12.24,12.95,12.95
2026-05-02 05:15:00,30.1,75.9,5.86,12.53,13.24,13.24
2026-05-02 05:20:00,30.1,76.0,4.74,11.81,12.49,12.49
2026-05-02 05:25:00,30.1,76.0,4.44,11.43,12.08,12.08
2026-05-02 05:30:00,30.1,76.0,4.07,13.04,13.79,13.79
2026-05-02 05:35:00,30.1,75.9,4.03,11.88,12.56,12.56
2026-05-02 05:40:00,30.1,75.8,3.61,12.26,12.96,12.96
2026-05-02 05:45:00,30.1,75.7,2.95,12.66,13.39,13.39
2026-05-02 05:50:00,30.1,75.6,3.46,12.82,13.56,13.56
2026-05-02 05:55:00,30.0,75.4,4.61,12.34,13.05,13.05
2026-05-02 06:00:00,30.0,75.3,2.63,13.03,13.78,13.78
2026-05-02 06:05:00,30.0,75.0,2.6,11.32,11.97,11.97
2026-05-02 06:10:00,30.1,74.9,2.88,12.02,12.72,12.72
2026-05-02 06:15:00,30.0,74.6,4.11,10.21,10.8,10.8
2026-05-02 06:20:00,30.1,74.6,2.75,10.81,11.43,11.43
2026-05-02 06:25:00,30.0,74.6,11.26,11.25,11.9,11.9
2026-05-02 06:30:00,30.0,74.5,4.78,10.8,11.42,11.42
2026-05-02 06:35:00,30.0,74.6,5.42,10.93,11.56,11.56
2026-05-02 06:40:00,30.0,74.6,4.7,12.18,12.88,12.88
2026-05-02 06:45:00,30.0,74.8,4.83,10.88,11.51,11.51
2026-05-02 06:50:00,30.0,74.9,3.8,11.0,11.63,11.63
2026-05-02 06:55:00,30.0,75.0,4.4,11.33,11.98,11.98
2026-05-02 07:00:00,30.0,75.2,2.72,11.89,12.58,12.58
2026-05-02 07:05:00,30.0,75.2,3.08,12.03,12.72,12.72
2026-05-02 07:10:00,30.0,75.2,3.88,11.77,12.44,12.44
2026-05-02 07:15:00,30.0,75.2,3.95,11.84,12.52,12.52
2026-05-02 07:20:00,30.0,75.2,3.95,12.52,13.24,13.24
2026-05-02 07:25:00,30.0,75.1,3.72,11.23,11.87,11.87
2026-05-02 07:30:00,30.0,74.9,3.25,11.9,12.58,12.58
2026-05-02 07:35:00,30.0,75.0,4.11,12.19,12.89,12.89
2026-05-02 07:40:00,30.0,75.0,3.99,12.13,12.82,12.82
2026-05-02 07:45:00,30.0,75.2,4.48,12.25,12.95,12.95
2026-05-02 07:50:00,30.0,75.3,3.54,12.29,12.99,12.99
2026-05-02 07:55:00,30.1,75.5,4.96,12.01,12.7,12.7
2026-05-02 08:00:00,30.1,75.7,4.57,11.89,12.58,12.58
2026-05-02 08:05:00,30.1,75.9,3.99,12.21,12.91,12.91
2026-05-02 08:10:00,30.1,76.1,4.03,13.07,13.82,13.82
2026-05-02 08:15:00,30.1,76.6,4.92,13.95,14.75,14.75
2026-05-02 08:20:00,30.1,76.6,4.96,14.23,15.05,15.05
2026-05-02 08:25:00,30.2,76.6,4.87,16.2,17.13,17.13
2026-05-02 08:30:00,30.2,76.5,5.19,17.3,18.3,18.3
2026-05-02 08:35:00,30.2,76.6,6.37,17.8,18.83,18.83
2026-05-02 08:40:00,30.2,76.7,6.69,17.23,18.22,18.22
2026-05-02 08:45:00,30.2,76.8,6.69,16.78,17.74,17.74
2026-05-02 08:50:00,30.2,76.9,7.24,17.8,18.83,18.83
2026-05-02 08:55:00,30.3,76.9,6.37,18.72,19.8,19.8
2026-05-02 09:00:00,30.3,77.0,7.3,18.92,20.01,20.01
2026-05-02 09:05:00,30.3,76.9,7.41,18.41,19.46,19.46
2026-05-02 09:10:00,30.3,76.8,15.4,19.78,20.91,20.91
2026-05-02 09:15:00,30.3,76.7,11.71,18.63,19.7,19.7
2026-05-02 09:20:00,30.4,76.8,9.91,18.9,19.98,19.98
2026-05-02 09:25:00,30.4,77.1,9.12,18.64,19.71,19.71
2026-05-02 09:30:00,30.5,77.0,9.25,20.68,21.87,21.87
2026-05-02 09:35:00,30.4,76.9,8.86,17.53,18.54,18.54
2026-05-02 09:40:00,30.5,76.8,8.18,17.2,18.19,18.19
2026-05-02 09:45:00,30.5,76.9,8.18,16.6,17.55,17.55
2026-05-02 09:50:00,30.6,76.8,7.93,16.85,17.82,17.82
2026-05-02 09:55:00,30.6,76.8,8.18,16.58,17.53,17.53
2026-05-02 10:00:00,30.6,76.9,10.82,16.17,17.1,17.1
2026-05-02 10:05:00,30.6,76.9,17.24,17.23,18.22,18.22
2026-05-02 10:10:00,30.5,77.1,17.24,16.24,17.17,17.17
2026-05-02 10:15:00,30.5,76.9,14.7,16.95,17.92,17.92
2026-05-02 10:20:00,30.6,76.5,13.11,17.43,18.43,18.43
2026-05-02 10:25:00,30.6,76.5,10.12,16.16,17.1,17.1
2026-05-02 10:30:00,30.5,76.3,9.05,15.33,16.21,16.21
2026-05-02 10:35:00,30.6,76.4,8.36,14.49,15.32,15.32
2026-05-02 10:40:00,30.6,76.4,6.85,14.85,15.71,15.71
2026-05-02 10:45:00,30.6,76.4,7.35,14.48,15.31,15.31
2026-05-02 10:50:00,30.6,76.5,7.93,14.44,15.27,15.27
2026-05-02 10:55:00,30.6,76.4,6.74,13.94,14.74,14.74
2026-05-02 11:00:00,30.6,76.3,11.04,15.84,16.75,16.75
2026-05-02 11:05:00,30.6,76.3,8.42,13.53,14.3,14.3
2026-05-02 11:10:00,30.6,76.3,7.52,13.87,14.67,14.67
2026-05-02 11:15:00,30.6,76.2,7.58,13.27,14.04,14.04
2026-05-02 11:20:00,30.6,76.2,7.41,13.92,14.72,14.72
2026-05-02 11:25:00,30.5,76.4,6.69,13.78,14.57,14.57
2026-05-02 11:30:00,30.6,76.1,6.42,13.57,14.35,14.35
2026-05-02 11:35:00,30.6,76.1,6.42,14.46,15.29,15.29
2026-05-02 11:40:00,30.6,76.0,6.27,13.6,14.38,14.38
2026-05-02 11:45:00,30.6,75.7,5.96,13.66,14.44,14.44
2026-05-02 11:50:00,30.6,75.9,5.47,15.05,15.92,15.92
2026-05-02 11:55:00,30.6,75.8,5.96,13.2,13.96,13.96
2026-05-02 12:00:00,30.6,75.5,6.58,14.92,15.78,15.78
2026-05-02 12:05:00,30.6,75.5,6.96,15.33,16.21,16.21
2026-05-02 12:10:00,30.7,75.5,11.04,15.65,16.55,16.55
2026-05-02 12:15:00,30.7,75.3,7.41,15.68,16.58,16.58
2026-05-02 12:20:00,30.8,75.2,6.96,15.53,16.43,16.43
2026-05-02 12:25:00,30.8,75.2,6.06,15.78,16.69,16.69
2026-05-02 12:30:00,30.7,75.0,6.42,15.66,16.56,16.56
2026-05-02 12:35:00,30.8,74.9,6.01,15.17,16.04,16.04
2026-05-02 12:40:00,30.7,75.0,6.58,14.9,15.75,15.75
2026-05-02 12:45:00,30.8,74.9,6.74,14.0,14.8,14.8
2026-05-02 12:50:00,30.8,74.8,6.48,13.85,14.65,14.65
2026-05-02 12:55:00,30.8,74.8,6.69,13.88,14.68,14.68
2026-05-02 13:00:00,30.8,74.9,6.21,13.88,14.67,14.67
2026-05-02 13:05:00,30.8,74.8,6.63,14.28,15.1,15.1
2026-05-02 13:10:00,30.8,74.95,6.42,14.3,15.12,15.12
2026-05-02 13:15:00,30.8,75.1,6.21,14.32,15.14,15.14
2026-05-02 13:20:00,30.8,75.1,6.91,13.99,14.8,14.8
2026-05-02 13:25:00,30.8,75.1,6.01,13.27,14.03,14.03
2026-05-02 13:30:00,30.8,75.3,6.06,13.62,14.4,14.4
2026-05-02 13:35:00,30.8,75.1,5.76,13.83,14.63,14.63
2026-05-02 13:40:00,30.8,75.3,6.32,13.13,13.88,13.88
2026-05-02 13:45:00,30.8,75.2,9.05,14.06,14.87,14.87
2026-05-02 13:50:00,30.8,75.1,6.01,13.57,14.35,14.35
2026-05-02 13:55:00,30.8,74.8,6.42,13.96,14.77,14.77
2026-05-02 14:00:00,30.8,75.1,6.11,14.8,15.65,15.65
2026-05-02 14:05:00,30.8,74.9,5.52,13.15,13.9,13.9
2026-05-02 14:10:00,30.8,74.9,5.14,13.13,13.89,13.89
2026-05-02 14:15:00,30.8,74.8,5.52,14.06,14.86,14.86
2026-05-02 14:20:00,30.8,74.8,5.66,13.5,14.27,14.27
2026-05-02 14:25:00,30.9,74.6,5.05,14.21,15.03,15.03
2026-05-02 14:30:00,30.9,74.1,4.61,13.19,13.95,13.95
2026-05-02 14:35:00,30.9,74.0,4.19,12.46,13.18,13.18
2026-05-02 14:40:00,30.9,73.7,4.32,13.6,14.38,14.38
2026-05-02 14:45:00,30.9,73.7,4.19,13.28,14.05,14.05
2026-05-02 14:50:00,30.9,73.6,4.4,12.73,13.46,13.46
2026-05-02 14:55:00,30.9,73.6,5.19,11.67,12.34,12.34
2026-05-02 15:00:00,30.9,73.8,3.91,12.82,13.56,13.56
2026-05-02 15:05:00,30.9,73.8,4.03,11.58,12.25,12.25
2026-05-02 15:10:00,31.0,73.8,4.03,11.53,12.19,12.19
2026-05-02 15:15:00,30.9,74.0,4.65,11.51,12.18,12.18
2026-05-02 15:20:00,30.9,74.0,4.44,11.15,11.79,11.79
2026-05-02 15:25:00,30.9,74.1,3.65,10.39,10.99,10.99
2026-05-02 15:30:00,30.9,74.4,3.88,10.29,10.88,10.88
2026-05-02 15:35:00,30.9,74.4,3.99,10.87,11.49,11.49
2026-05-02 15:40:00,31.0,74.4,3.88,9.39,9.93,9.93
2026-05-02 15:45:00,30.9,74.5,4.07,9.83,10.39,10.39
2026-05-02 15:50:00,30.9,74.5,4.23,9.74,10.3,10.3
2026-05-02 15:55:00,30.9,74.5,4.53,10.34,10.94,10.94
2026-05-02 16:00:00,30.9,74.7,4.74,9.56,10.11,10.11
2026-05-02 16:05:00,30.9,74.7,4.87,8.94,9.46,9.46
2026-05-02 16:10:00,30.9,74.7,4.61,9.89,10.46,10.46
2026-05-02 16:15:00,30.9,74.8,4.74,9.55,10.1,10.1
2026-05-02 16:20:00,30.8,74.8,4.03,8.59,9.08,9.08
2026-05-02 16:25:00,30.8,74.8,4.96,9.04,9.56,9.56
2026-05-02 16:30:00,30.9,74.9,4.92,9.44,9.99,9.99
2026-05-02 16:35:00,30.9,75.0,5.1,7.92,8.38,8.38
2026-05-02 16:40:00,30.9,75.1,5.01,9.12,9.64,9.64
2026-05-02 16:45:00,30.9,75.3,5.28,8.36,8.84,8.84
2026-05-02 16:50:00,30.9,75.1,4.92,8.9,9.41,9.41
2026-05-02 16:55:00,30.9,74.9,5.1,8.77,9.28,9.28
2026-05-02 17:00:00,30.9,74.9,4.07,9.23,9.76,9.76
2026-05-02 17:05:00,30.9,75.0,5.24,9.04,9.56,9.56
2026-05-02 17:10:00,30.9,75.1,4.44,8.53,9.02,9.02
2026-05-02 17:15:00,30.9,75.2,4.92,8.12,8.58,8.58
2026-05-02 17:20:00,30.9,75.3,5.14,7.6,8.03,8.03
2026-05-02 17:25:00,30.9,75.4,5.38,7.96,8.42,8.42
2026-05-02 17:30:00,30.9,75.3,5.28,8.0,8.46,8.46
2026-05-02 17:35:00,30.9,75.5,5.42,8.42,8.91,8.91
2026-05-02 17:40:00,30.9,75.4,5.01,8.54,9.03,9.03
2026-05-02 17:45:00,30.9,75.5,4.83,8.58,9.07,9.07
2026-05-02 17:50:00,30.9,75.5,5.19,9.41,9.95,9.95
2026-05-02 17:55:00,30.9,75.5,5.05,8.43,8.91,8.91
2026-05-02 18:00:00,30.9,75.5,4.61,8.21,8.68,8.68
2026-05-02 18:05:00,30.9,75.5,4.74,9.37,9.91,9.91
2026-05-02 18:10:00,30.9,75.5,5.01,8.93,9.44,9.44
2026-05-02 18:15:00,30.9,75.6,4.83,8.1,8.57,8.57
2026-05-02 18:20:00,30.9,75.6,4.74,9.69,10.24,10.24
2026-05-02 18:25:00,30.9,75.6,5.28,9.37,9.91,9.91
2026-05-02 18:30:00,30.9,75.7,5.28,9.05,9.57,9.57
2026-05-02 18:35:00,30.9,76.0,5.01,9.51,10.06,10.06
2026-05-02 18:40:00,30.9,75.9,4.7,9.8,10.36,10.36
2026-05-02 18:45:00,31.0,76.0,5.81,10.12,10.7,10.7
2026-05-02 18:50:00,30.9,76.1,5.33,10.54,11.15,11.15
2026-05-02 18:55:00,30.9,76.2,5.05,9.96,10.53,10.53
2026-05-02 19:00:00,30.9,76.3,5.14,10.63,11.24,11.24
2026-05-02 19:05:00,30.9,76.2,5.52,11.05,11.68,11.68
2026-05-02 19:10:00,30.9,76.2,5.57,11.51,12.17,12.17
2026-05-02 19:15:00,30.9,76.3,4.92,10.48,11.08,11.08
2026-05-02 19:20:00,30.9,76.1,5.19,10.07,10.65,10.65
2026-05-02 19:25:00,30.9,76.0,5.05,10.9,11.53,11.53
2026-05-02 19:30:00,30.9,76.1,4.96,10.0,10.57,10.57
2026-05-02 19:35:00,30.9,76.2,4.61,9.95,10.52,10.52
